,trips_in_first_30_days,signup_date,avg_rating_of_driver,avg_surge,last_trip_date,surge_pct,ultimate_black_user,weekday_pct,avg_dist,avg_rating_by_driver,active,iPhone,city_King's Landing,city_Winterfell
38583,4,2014-01-04,4.8,1.0,2014-01-15,0.0,0,50.0,6.49,5.0,0,0,1,0
38584,9,2014-01-28,4.8,1.2,2014-05-19,13.6,0,95.5,5.74,5.0,0,1,0,0
38585,4,2014-01-17,5.0,1.02,2014-06-14,6.3,0,56.3,1.98,4.9,1,1,1,0
38586,1,2014-01-16,5.0,1.12,2014-06-26,13.3,0,96.7,5.8,4.6,1,1,0,1
38587,6,2014-01-05,4.6,1.0,2014-06-25,0.0,0,80.0,2.48,4.7,1,1,0,1
38588,2,2014-01-05,4.8,1.0,2014-06-04,0.0,1,90.9,1.96,4.8,1,1,0,0
38589,1,2014-01-20,2.5,1.04,2014-05-17,16.7,0,50.0,5.06,4.0,0,1,0,1
38590,1,2014-01-25,5.0,1.0,2014-06-22,0.0,1,28.6,6.78,5.0,1,0,1,0
38591,3,2014-01-20,5.0,1.0,2014-02-14,0.0,0,100.0,10.4,5.0,0,0,0,1
38592,2,2014-01-07,5.0,1.0,2014-01-18,0.0,0,100.0,6.41,5.0,0,1,0,1
38593,1,2014-01-05,2.7,1.11,2014-06-23,9.1,0,72.7,2.58,4.1,1,1,0,0
38594,14,2014-01-22,4.6,1.09,2014-06-30,6.1,0,77.3,4.34,4.8,1,1,0,1
38595,1,2014-01-03,4.0,1.0,2014-06-13,0.0,1,50.0,8.39,5.0,1,0,0,1
38596,0,2014-01-12,5.0,1.0,2014-05-22,0.0,1,100.0,1.36,5.0,0,1,0,1
38597,0,2014-01-26,4.3,1.0,2014-04-26,0.0,0,50.0,4.68,4.3,0,1,0,1
38598,0,2014-01-13,4.9,1.0,2014-06-22,0.0,0,0.0,4.19,5.0,1,1,1,0
38599,0,2014-01-24,4.9,1.0,2014-05-11,0.0,0,0.0,0.0,2.0,0,0,0,0
38600,0,2014-01-26,5.0,1.0,2014-05-03,0.0,1,0.0,1.26,5.0,0,1,0,1
38601,16,2014-01-10,3.6,1.0,2014-05-28,0.0,1,77.6,3.32,4.6,0,0,0,1
38602,1,2014-01-22,4.9,1.0,2014-02-20,0.0,0,100.0,14.98,4.0,0,0,0,1
38603,0,2014-01-25,5.0,1.0,2014-06-25,0.0,0,100.0,2.86,5.0,1,1,0,0
38604,2,2014-01-04,3.0,1.0,2014-06-16,0.0,1,25.0,4.44,5.0,1,1,0,0
38605,1,2014-01-25,4.9,1.0,2014-04-13,0.0,0,0.0,2.47,4.5,0,0,1,0
38606,4,2014-01-17,4.9,1.09,2014-06-28,12.5,1,43.8,4.32,4.4,1,1,0,1
38607,1,2014-01-25,5.0,1.0,2014-02-16,0.0,0,0.0,6.22,5.0,0,0,0,0
38608,1,2014-01-25,3.0,1.0,2014-01-26,0.0,1,0.0,6.79,2.0,0,0,0,1
38609,1,2014-01-28,4.9,1.0,2014-02-02,0.0,0,0.0,11.61,5.0,0,1,1,0
38610,1,2014-01-09,4.1,1.0,2014-06-18,0.0,1,83.3,14.57,4.9,1,1,0,1
38611,0,2014-01-13,4.0,1.0,2014-06-30,0.0,0,36.4,5.42,5.0,1,0,1,0
38612,2,2014-01-23,4.8,1.0,2014-06-30,0.0,1,100.0,9.35,4.6,1,1,0,0
38613,1,2014-01-04,4.7,1.17,2014-06-29,20.0,1,66.7,3.01,4.9,1,1,0,0
38614,1,2014-01-06,5.0,1.0,2014-01-26,0.0,0,0.0,29.97,5.0,0,0,0,1
38615,1,2014-01-17,4.0,2.0,2014-01-18,100.0,0,0.0,9.02,5.0,0,0,0,0
38616,0,2014-01-06,4.9,3.25,2014-03-09,100.0,0,0.0,0.76,4.0,0,1,0,0
38617,1,2014-01-24,5.0,1.0,2014-06-22,0.0,0,50.0,3.15,5.0,1,0,1,0
38618,1,2014-01-02,4.9,1.0,2014-01-02,0.0,0,100.0,1.79,5.0,0,1,0,1
38619,0,2014-01-26,5.0,1.63,2014-06-08,100.0,0,0.0,5.46,5.0,1,1,1,0
38620,1,2014-01-25,5.0,1.0,2014-01-26,0.0,1,0.0,2.38,5.0,0,0,0,1
38621,6,2014-01-17,5.0,1.14,2014-06-11,16.7,0,44.4,3.82,4.6,1,1,0,1
38622,7,2014-01-17,4.9,1.06,2014-06-13,12.5,0,43.8,1.41,4.9,1,1,1,0
38623,0,2014-01-11,4.0,1.0,2014-05-25,0.0,0,0.0,3.54,5.0,0,1,0,0
38624,0,2014-01-25,5.0,1.0,2014-06-27,0.0,1,100.0,6.96,5.0,1,1,0,0
38625,1,2014-01-06,5.0,1.0,2014-01-06,0.0,0,100.0,1.34,5.0,0,1,0,1
38626,2,2014-01-09,4.4,1.02,2014-06-18,9.1,0,90.9,2.72,5.0,1,1,1,0
38627,0,2014-01-27,2.7,1.0,2014-06-17,0.0,0,80.0,3.88,5.0,1,1,0,0
38628,0,2014-01-25,1.0,1.0,2014-06-26,0.0,1,83.3,4.09,4.5,1,1,0,0
38629,0,2014-01-10,4.9,1.0,2014-05-03,0.0,0,100.0,0.34,5.0,0,0,1,0
38630,2,2014-01-25,4.0,1.0,2014-01-25,0.0,0,0.0,0.94,5.0,0,1,0,1
38631,1,2014-01-18,5.0,1.0,2014-01-19,0.0,0,0.0,5.24,5.0,0,1,0,1
38632,5,2014-01-05,4.8,1.0,2014-01-27,0.0,0,60.0,3.03,5.0,0,0,0,1
38633,5,2014-01-27,5.0,1.0,2014-03-10,0.0,1,100.0,1.05,4.5,0,1,0,1
38634,1,2014-01-20,4.9,1.0,2014-01-20,0.0,0,100.0,9.88,5.0,0,0,0,0
38635,2,2014-01-08,4.0,1.0,2014-03-21,0.0,0,83.3,5.94,5.0,0,1,0,1
38636,1,2014-01-19,4.9,3.0,2014-01-20,100.0,0,0.0,14.48,5.0,0,1,1,0
38637,1,2014-01-08,5.0,1.0,2014-01-09,0.0,0,100.0,8.07,5.0,0,1,0,0
38638,1,2014-01-12,4.9,1.25,2014-01-15,100.0,0,100.0,5.33,5.0,0,1,0,0
38639,0,2014-01-05,5.0,1.0,2014-06-01,0.0,0,75.0,9.48,5.0,0,1,0,1
38640,4,2014-01-31,4.6,1.06,2014-05-11,8.3,1,50.0,3.5,4.6,0,1,0,0
38641,0,2014-01-20,5.0,1.0,2014-06-29,0.0,0,0.0,2.48,3.7,1,0,0,1
38642,0,2014-01-21,4.8,1.31,2014-05-22,25.0,0,100.0,13.85,4.5,0,1,0,1
38643,0,2014-01-10,5.0,1.0,2014-06-13,0.0,0,100.0,23.67,5.0,1,0,0,1
38644,0,2014-01-25,4.0,2.13,2014-03-16,50.0,0,0.0,2.1,5.0,0,1,0,0
38645,0,2014-01-19,4.0,1.0,2014-03-01,0.0,0,0.0,1.81,5.0,0,1,0,0
38646,1,2014-01-27,3.5,1.0,2014-05-13,0.0,0,100.0,4.31,5.0,0,1,0,0
38647,1,2014-01-19,5.0,1.0,2014-03-14,0.0,0,66.7,7.08,4.7,0,0,0,1
38648,0,2014-01-29,4.9,1.0,2014-04-09,0.0,1,100.0,17.95,5.0,0,1,0,1
38649,0,2014-01-31,5.0,1.0,2014-06-17,0.0,0,100.0,20.43,5.0,1,1,1,0
38650,2,2014-01-24,4.7,1.31,2014-05-25,33.3,0,44.4,6.09,5.0,0,1,1,0
38651,0,2014-01-13,4.9,1.0,2014-07-01,0.0,1,92.3,10.19,5.0,1,1,1,0
38652,0,2014-01-24,4.5,1.0,2014-06-30,0.0,1,50.0,2.82,5.0,1,1,1,0
38653,0,2014-01-31,4.9,1.0,2014-05-13,0.0,0,100.0,13.77,5.0,0,1,0,1
38654,1,2014-01-25,5.0,1.0,2014-01-26,0.0,1,0.0,2.96,5.0,0,1,0,0
38655,4,2014-01-24,4.3,1.63,2014-01-28,50.0,0,50.0,1.68,4.5,0,1,1,0
38656,0,2014-01-05,4.9,1.0,2014-06-08,0.0,0,0.0,2.12,5.0,1,0,0,0
38657,0,2014-01-23,5.0,1.0,2014-05-22,0.0,0,83.3,12.2,4.8,0,0,0,1
38658,5,2014-01-31,5.0,1.1,2014-02-16,20.0,0,60.0,2.56,4.8,0,1,0,1
38659,1,2014-01-22,4.0,1.0,2014-01-23,0.0,0,100.0,6.47,5.0,0,0,0,1
38660,2,2014-01-25,4.4,1.29,2014-06-28,28.6,0,28.6,5.72,4.5,1,1,0,1
38661,4,2014-01-18,4.4,1.16,2014-07-01,28.1,0,65.6,4.07,4.7,1,1,0,1
38662,0,2014-01-12,5.0,1.0,2014-05-04,0.0,0,0.0,2.67,5.0,0,0,0,0
38663,1,2014-01-19,5.0,1.0,2014-03-09,0.0,1,0.0,19.95,4.0,0,0,0,0
38664,3,2014-01-30,4.4,1.1,2014-06-17,11.8,1,52.9,4.72,4.7,1,1,1,0
38665,0,2014-01-15,4.9,1.0,2014-03-08,0.0,1,0.0,9.6,5.0,0,1,0,1
38666,1,2014-01-23,5.0,1.0,2014-02-15,0.0,1,100.0,1.01,4.0,0,1,0,1
38667,1,2014-01-25,5.0,1.0,2014-01-26,0.0,1,0.0,1.56,5.0,0,1,0,0
38668,6,2014-01-07,4.3,1.0,2014-05-17,0.0,0,73.3,1.87,4.5,0,1,0,1
38669,5,2014-01-15,5.0,1.04,2014-06-28,8.1,0,67.7,3.82,4.6,1,0,0,1
38670,1,2014-01-18,4.5,1.33,2014-06-08,33.3,1,0.0,6.39,5.0,1,1,1,0
38671,3,2014-01-06,5.0,1.0,2014-01-10,0.0,1,100.0,25.65,5.0,0,1,0,1
38672,1,2014-01-11,4.9,1.5,2014-01-12,100.0,0,0.0,5.39,5.0,0,1,0,1
38673,1,2014-01-01,5.0,1.0,2014-01-01,0.0,0,100.0,1.02,5.0,0,1,0,0
38674,2,2014-01-26,4.5,1.0,2014-01-26,0.0,0,0.0,1.02,5.0,0,0,0,1
38675,1,2014-01-11,4.9,1.0,2014-01-11,0.0,0,0.0,5.83,4.0,0,1,0,0
38676,7,2014-01-18,4.6,1.0,2014-06-20,0.0,1,69.2,6.24,5.0,1,1,0,0
38677,1,2014-01-27,5.0,1.0,2014-01-28,0.0,0,100.0,0.69,3.0,0,1,0,1
38678,5,2014-01-17,5.0,1.08,2014-05-31,4.5,1,54.5,6.01,5.0,0,1,0,1
38679,0,2014-01-28,5.0,1.0,2014-06-26,0.0,1,100.0,2.38,5.0,1,1,0,0
38680,6,2014-01-04,4.8,1.16,2014-06-24,17.9,1,60.7,5.68,4.7,1,1,0,1
38681,0,2014-01-10,4.9,1.0,2014-06-07,0.0,0,0.0,1.98,5.0,1,0,1,0
38682,1,2014-01-11,4.9,1.0,2014-01-12,0.0,1,0.0,8.4,5.0,0,1,0,0
38683,1,2014-01-28,4.9,1.0,2014-01-30,0.0,1,100.0,3.62,5.0,0,1,0,0
38684,1,2014-01-28,5.0,1.0,2014-01-28,0.0,0,100.0,1.03,5.0,0,1,0,1
38685,1,2014-01-06,4.0,1.0,2014-01-06,0.0,0,100.0,18.99,5.0,0,1,0,1
38686,1,2014-01-17,3.5,1.0,2014-04-23,0.0,0,50.0,10.97,4.5,0,1,0,1
38687,1,2014-01-08,5.0,1.0,2014-01-09,0.0,0,100.0,10.26,5.0,0,1,0,1
38688,1,2014-01-31,5.0,1.0,2014-06-29,0.0,0,25.0,7.53,4.0,1,0,1,0
38689,0,2014-01-25,3.7,1.0,2014-05-18,0.0,1,75.0,3.08,5.0,0,1,0,0
38690,2,2014-01-25,2.5,1.14,2014-06-28,14.3,1,28.6,6.62,5.0,1,1,0,0
38691,0,2014-01-18,4.5,1.0,2014-06-14,0.0,1,30.8,7.62,5.0,1,1,1,0
38692,0,2014-01-25,5.0,1.0,2014-05-18,0.0,1,0.0,1.84,5.0,0,1,0,1
38693,0,2014-01-09,5.0,1.0,2014-04-27,0.0,0,0.0,6.04,5.0,0,1,0,1
38694,0,2014-01-23,3.0,1.0,2014-05-03,0.0,0,100.0,2.48,5.0,0,0,0,1
38695,13,2014-01-21,2.9,1.19,2014-04-03,23.8,0,52.4,4.26,4.7,0,0,0,1
38696,0,2014-01-17,3.0,1.0,2014-05-05,0.0,1,33.3,1.37,3.7,0,0,0,0
38697,0,2014-01-07,4.9,1.0,2014-06-07,0.0,0,0.0,13.7,5.0,1,1,0,1
38698,1,2014-01-08,3.7,1.25,2014-06-29,25.0,0,62.5,2.73,4.5,1,1,0,0
38699,0,2014-01-18,5.0,1.0,2014-04-14,0.0,0,0.0,3.69,5.0,0,1,0,1
38700,1,2014-01-26,4.9,1.0,2014-01-27,0.0,0,0.0,6.16,5.0,0,0,0,0
38701,2,2014-01-14,5.0,1.0,2014-01-17,0.0,0,100.0,6.34,5.0,0,1,1,0
38702,0,2014-01-27,5.0,1.0,2014-03-15,0.0,0,100.0,2.38,5.0,0,1,0,0
38703,0,2014-01-08,5.0,1.25,2014-05-03,25.0,0,50.0,2.36,5.0,0,1,0,0
38704,0,2014-01-22,5.0,1.0,2014-03-27,0.0,1,100.0,14.85,5.0,0,1,0,1
38705,0,2014-01-21,5.0,1.0,2014-06-30,0.0,1,100.0,3.74,4.0,1,1,0,0
38706,2,2014-01-29,4.6,1.08,2014-06-30,8.3,1,41.7,2.63,4.7,1,0,1,0
38707,5,2014-01-25,5.0,1.05,2014-02-23,20.0,0,0.0,1.77,5.0,0,0,0,1
38708,0,2014-01-16,5.0,1.0,2014-03-22,0.0,0,50.0,4.52,5.0,0,1,0,0
38709,6,2014-01-23,3.6,1.0,2014-06-18,0.0,1,100.0,26.39,5.0,1,1,0,1
38710,2,2014-01-31,3.0,1.0,2014-02-26,0.0,0,50.0,1.69,5.0,0,1,1,0
38711,2,2014-01-28,5.0,1.0,2014-04-13,0.0,1,66.7,7.64,5.0,0,0,0,1
38712,2,2014-01-22,4.8,1.0,2014-06-30,0.0,1,60.0,4.21,4.6,1,0,0,1
38713,2,2014-01-07,5.0,1.0,2014-01-08,0.0,0,100.0,4.9,5.0,0,0,0,1
38714,0,2014-01-02,5.0,1.0,2014-06-29,0.0,0,0.0,4.72,5.0,1,1,1,0
38715,3,2014-01-17,5.0,1.0,2014-06-29,0.0,0,60.0,6.29,4.0,1,1,0,1
38716,5,2014-01-02,5.0,1.13,2014-06-27,7.1,0,64.3,5.06,4.6,1,1,0,1
38717,3,2014-01-10,4.4,1.0,2014-04-26,0.0,0,66.7,3.15,5.0,0,0,0,1
38718,1,2014-01-20,5.0,1.0,2014-02-12,0.0,1,100.0,0.77,5.0,0,1,0,0
38719,1,2014-01-03,4.0,1.25,2014-06-17,50.0,0,50.0,6.78,5.0,1,1,0,0
38720,5,2014-01-11,4.3,1.0,2014-06-17,0.0,1,90.5,14.0,5.0,1,1,1,0
38721,3,2014-01-27,5.0,1.0,2014-02-06,0.0,0,100.0,2.48,5.0,0,1,0,1
38722,0,2014-01-01,5.0,1.38,2014-05-11,50.0,0,25.0,1.85,5.0,0,1,0,0
38723,2,2014-01-12,4.6,1.14,2014-06-29,11.1,0,66.7,3.3,4.2,1,0,0,1
38724,0,2014-01-17,5.0,1.0,2014-05-28,0.0,0,50.0,16.63,5.0,0,0,0,1
38725,8,2014-01-17,5.0,1.03,2014-06-29,5.0,0,65.0,2.41,4.9,1,1,1,0
38726,0,2014-01-15,5.0,1.0,2014-05-06,0.0,0,100.0,0.65,5.0,0,0,0,1
38727,2,2014-01-16,4.0,1.11,2014-06-10,14.3,1,85.7,25.22,5.0,1,1,0,0
38728,4,2014-01-31,4.5,1.0,2014-03-13,0.0,0,80.0,7.9,5.0,0,1,0,1
38729,0,2014-01-06,5.0,1.0,2014-06-02,0.0,1,50.0,7.94,4.9,1,1,1,0
38730,2,2014-01-15,2.3,1.0,2014-05-04,0.0,0,50.0,2.2,5.0,0,1,0,1
38731,1,2014-01-19,4.9,1.0,2014-01-19,0.0,1,0.0,3.9,3.0,0,0,0,1
38732,0,2014-01-17,4.0,1.0,2014-05-16,0.0,0,100.0,16.08,5.0,0,1,0,1
38733,3,2014-01-20,4.6,1.08,2014-05-16,15.4,1,69.2,2.82,4.8,0,1,0,1
38734,2,2014-01-23,4.8,1.0,2014-06-21,0.0,1,75.0,13.62,5.0,1,1,0,1
38735,2,2014-01-25,4.0,1.0,2014-06-16,0.0,0,60.0,3.62,4.4,1,1,0,1
38736,1,2014-01-24,1.0,1.0,2014-02-16,0.0,1,0.0,2.52,5.0,0,0,0,1
38737,2,2014-01-01,3.0,1.0,2014-01-18,0.0,1,50.0,1.97,5.0,0,0,0,1
38738,3,2014-01-08,4.9,1.04,2014-06-29,6.7,0,71.1,1.86,4.8,1,1,1,0
38739,0,2014-01-11,4.9,1.0,2014-04-18,0.0,0,100.0,0.88,5.0,0,0,0,0
38740,1,2014-01-22,4.9,1.0,2014-01-23,0.0,0,100.0,2.39,5.0,0,1,0,1
38741,2,2014-01-03,5.0,1.0,2014-01-18,0.0,0,50.0,2.47,5.0,0,0,0,0
38742,1,2014-01-28,4.9,1.0,2014-03-30,0.0,0,50.0,6.2,5.0,0,0,0,1
38743,3,2014-01-09,4.9,1.14,2014-06-20,27.6,0,82.8,6.22,4.9,1,1,1,0
38744,4,2014-01-23,4.0,1.31,2014-02-01,25.0,0,75.0,2.9,4.3,0,0,0,1
38745,1,2014-01-11,5.0,1.0,2014-01-12,0.0,1,0.0,8.77,4.0,0,1,0,0
38746,2,2014-01-27,5.0,1.0,2014-06-26,0.0,1,100.0,20.85,5.0,1,1,0,0
38747,1,2014-01-31,3.0,1.0,2014-02-01,0.0,0,100.0,2.14,5.0,0,0,0,0
38748,0,2014-01-13,5.0,1.0,2014-03-15,0.0,1,66.7,9.23,4.3,0,0,0,1
38749,8,2014-01-18,4.2,1.0,2014-06-02,0.0,0,33.3,3.67,4.9,1,1,0,1
38750,2,2014-01-18,4.4,1.3,2014-06-29,9.1,0,63.6,3.16,4.8,1,1,0,1
38751,9,2014-01-16,5.0,1.04,2014-06-21,7.3,1,78.0,1.86,4.9,1,1,1,0
38752,0,2014-01-12,5.0,1.0,2014-04-29,0.0,1,100.0,0.86,5.0,0,1,1,0
38753,0,2014-01-16,5.0,1.0,2014-03-15,0.0,0,33.3,2.07,5.0,0,1,0,0
38754,12,2014-01-26,5.0,1.25,2014-05-08,33.3,1,72.2,1.93,4.2,0,0,0,0
38755,6,2014-01-09,4.7,1.07,2014-06-08,5.3,0,63.2,4.1,4.9,1,1,0,0
38756,0,2014-01-29,5.0,2.13,2014-06-12,50.0,0,100.0,6.2,5.0,1,1,0,1
38757,0,2014-01-31,4.9,1.0,2014-06-29,0.0,0,0.0,3.84,5.0,1,1,1,0
38758,0,2014-01-17,4.9,1.0,2014-04-11,0.0,0,100.0,4.31,5.0,0,1,1,0
38759,1,2014-01-09,1.0,1.0,2014-01-10,0.0,0,100.0,3.5,5.0,0,1,0,1
38760,28,2014-01-02,4.0,1.0,2014-05-23,0.0,0,92.9,3.49,4.9,0,0,0,1
38761,0,2014-01-28,5.0,1.0,2014-04-30,0.0,0,100.0,3.34,5.0,0,1,0,0
38762,1,2014-01-17,4.9,1.0,2014-01-18,0.0,0,100.0,1.38,5.0,0,0,0,1
38763,3,2014-01-01,4.4,1.34,2014-06-21,28.6,1,28.6,4.57,4.7,1,1,0,0
38764,2,2014-01-29,4.9,1.0,2014-06-07,0.0,0,100.0,5.63,5.0,1,1,0,1
38765,1,2014-01-05,5.0,1.0,2014-03-31,0.0,0,100.0,1.92,5.0,0,0,0,1
38766,5,2014-01-25,4.1,1.06,2014-03-08,12.5,0,62.5,3.43,4.9,0,0,0,1
38767,0,2014-01-01,4.6,1.2,2014-06-28,31.0,1,82.8,2.67,5.0,1,0,1,0
38768,0,2014-01-17,4.9,1.0,2014-03-16,0.0,0,0.0,14.78,5.0,0,1,0,1
38769,4,2014-01-24,4.0,1.0,2014-06-21,0.0,1,33.3,3.21,4.0,1,1,0,1
38770,1,2014-01-20,4.0,1.38,2014-05-17,50.0,0,0.0,7.75,5.0,0,0,0,0
38771,1,2014-01-10,4.9,1.0,2014-01-20,0.0,0,100.0,0.76,5.0,0,1,0,1
38772,9,2014-01-05,4.9,1.0,2014-06-22,0.0,1,37.5,2.35,4.8,1,1,0,1
38773,0,2014-01-19,4.0,1.0,2014-03-22,0.0,0,80.0,3.32,5.0,0,1,0,1
38774,1,2014-01-14,4.0,1.0,2014-04-22,0.0,0,66.7,9.19,4.3,0,0,0,0
38775,20,2014-01-04,4.9,1.03,2014-06-24,4.8,1,72.8,2.32,4.7,1,1,0,0
38776,3,2014-01-27,4.5,1.14,2014-05-26,36.4,1,54.5,3.81,4.8,0,1,1,0
38777,1,2014-01-05,5.0,1.17,2014-06-15,16.7,0,50.0,3.72,5.0,1,1,0,0
38778,3,2014-01-14,5.0,1.05,2014-06-20,20.0,0,60.0,2.76,4.8,1,1,1,0
38779,0,2014-01-26,5.0,1.0,2014-07-01,0.0,0,100.0,4.07,5.0,1,1,1,0
38780,3,2014-01-21,5.0,1.7,2014-06-04,20.0,1,100.0,6.62,5.0,1,1,0,1
38781,1,2014-01-25,5.0,1.38,2014-05-24,50.0,0,66.7,4.47,4.7,0,0,0,0
38782,0,2014-01-29,4.8,1.07,2014-06-26,9.1,0,54.5,2.91,4.7,1,1,0,1
38783,0,2014-01-03,5.0,1.0,2014-04-26,0.0,1,50.0,0.89,4.0,0,1,0,1
38784,1,2014-01-23,2.0,1.0,2014-04-17,0.0,1,100.0,6.82,5.0,0,1,0,0
38785,2,2014-01-18,5.0,1.0,2014-06-22,0.0,0,0.0,4.15,5.0,1,1,0,1
38786,4,2014-01-12,5.0,1.0,2014-06-30,0.0,0,60.0,1.76,5.0,1,1,0,1
38787,1,2014-01-17,4.9,1.0,2014-01-20,0.0,0,0.0,4.14,5.0,0,0,0,1
38788,1,2014-01-18,3.5,1.0,2014-05-20,0.0,0,66.7,7.23,4.3,0,1,0,0
38789,1,2014-01-14,4.9,1.0,2014-01-16,0.0,0,100.0,5.87,5.0,0,0,0,0
38790,0,2014-01-30,5.0,1.0,2014-05-04,0.0,0,50.0,2.0,5.0,0,1,0,1
38791,17,2014-01-31,4.2,1.0,2014-02-10,0.0,1,52.9,3.45,4.8,0,0,0,0
38792,5,2014-01-22,4.7,1.0,2014-06-19,0.0,0,77.8,5.98,4.8,1,1,0,0
38793,5,2014-01-21,4.6,1.0,2014-02-16,0.0,0,0.0,4.08,4.6,0,1,0,0
38794,1,2014-01-01,4.9,1.0,2014-01-01,0.0,0,100.0,1.69,5.0,0,1,0,0
38795,8,2014-01-14,5.0,1.31,2014-05-18,32.3,1,54.8,3.44,4.8,0,1,0,0
38796,0,2014-01-20,4.7,1.0,2014-05-31,0.0,0,0.0,2.28,3.8,0,1,0,1
38797,0,2014-01-17,5.0,1.0,2014-03-08,0.0,0,66.7,2.38,5.0,0,1,0,1
38798,2,2014-01-22,5.0,1.0,2014-02-13,0.0,0,100.0,5.88,5.0,0,1,0,0
38799,2,2014-01-11,4.7,1.17,2014-06-27,11.1,1,66.7,3.3,4.8,1,1,0,0
38800,0,2014-01-12,4.8,1.0,2014-05-20,0.0,0,50.0,6.3,5.0,0,1,0,0
38801,1,2014-01-07,5.0,1.38,2014-02-18,50.0,0,100.0,18.36,4.5,0,1,0,1
38802,3,2014-01-31,5.0,1.0,2014-02-02,0.0,1,33.3,2.15,5.0,0,0,0,0
38803,4,2014-01-01,4.6,1.0,2014-05-24,0.0,0,55.6,8.64,5.0,0,1,0,1
38804,0,2014-01-31,4.5,1.0,2014-06-27,0.0,0,100.0,1.65,4.0,1,1,1,0
38805,0,2014-01-19,4.9,1.0,2014-04-13,0.0,0,0.0,1.27,5.0,0,1,0,0
38806,28,2014-01-07,5.0,1.0,2014-06-30,0.7,0,89.3,3.2,4.8,1,0,0,1
38807,0,2014-01-24,4.0,1.0,2014-02-25,0.0,0,100.0,0.66,5.0,0,0,0,1
38808,3,2014-01-18,4.0,1.12,2014-05-01,23.1,0,69.2,3.64,4.7,0,1,0,0
38809,1,2014-01-07,4.0,1.0,2014-06-28,0.0,1,50.0,7.06,5.0,1,1,0,1
38810,0,2014-01-07,4.9,1.0,2014-05-13,0.0,1,100.0,9.36,2.0,0,1,0,1
38811,5,2014-01-19,5.0,1.0,2014-06-04,0.0,0,100.0,8.47,4.9,1,1,1,0
38812,0,2014-01-24,2.5,1.21,2014-06-23,23.1,0,46.2,2.86,4.8,1,1,0,0
38813,4,2014-01-01,4.6,1.0,2014-06-07,0.0,1,60.0,6.3,4.5,1,0,0,1
38814,0,2014-01-26,4.9,1.0,2014-05-12,0.0,0,100.0,6.12,5.0,0,0,0,0
38815,0,2014-01-26,5.0,1.16,2014-05-29,25.0,0,87.5,10.99,5.0,0,0,0,0
38816,0,2014-01-23,5.0,1.0,2014-03-03,0.0,0,100.0,0.91,5.0,0,1,0,1
38817,1,2014-01-26,4.0,1.0,2014-06-14,0.0,1,50.0,8.24,5.0,1,1,0,1
38818,4,2014-01-09,4.9,1.06,2014-06-20,15.4,0,61.5,5.17,4.8,1,1,0,1
38819,1,2014-01-15,4.7,1.0,2014-06-28,0.0,1,100.0,6.43,4.5,1,1,0,1
38820,2,2014-01-14,4.7,1.03,2014-07-01,12.5,1,87.5,6.0,5.0,1,1,0,1
38821,3,2014-01-01,3.7,1.0,2014-06-17,0.0,1,66.7,6.87,3.7,1,1,0,1
38822,0,2014-01-19,4.9,1.0,2014-03-02,0.0,0,0.0,2.31,5.0,0,1,0,1
38823,1,2014-01-11,5.0,1.0,2014-01-11,0.0,0,0.0,6.56,5.0,0,1,0,0
38824,1,2014-01-06,5.0,1.0,2014-04-08,0.0,1,100.0,2.41,4.7,0,1,0,1
38825,0,2014-01-09,5.0,1.0,2014-05-23,0.0,1,100.0,5.34,5.0,0,0,0,0
38826,3,2014-01-17,2.3,1.04,2014-04-27,14.3,0,42.9,1.85,4.0,0,1,0,1
38827,0,2014-01-08,5.0,1.0,2014-06-28,0.0,0,100.0,3.26,5.0,1,0,1,0
38828,3,2014-01-31,4.7,1.11,2014-06-29,15.8,1,47.4,3.33,4.7,1,1,0,0
38829,1,2014-01-19,5.0,1.0,2014-04-07,0.0,0,0.0,7.84,4.7,0,0,0,1
38830,0,2014-01-12,3.8,1.0,2014-06-04,0.0,0,25.0,2.01,4.8,1,1,1,0
38831,6,2014-01-09,4.8,1.09,2014-06-09,11.8,1,23.5,2.82,4.7,1,1,0,1
38832,0,2014-01-23,5.0,1.1,2014-06-23,20.0,1,100.0,2.23,4.6,1,1,0,0
38833,4,2014-01-10,5.0,1.04,2014-04-05,4.8,1,47.6,4.3,4.8,0,1,0,0
38834,0,2014-01-25,5.0,1.0,2014-06-15,0.0,0,0.0,11.81,5.0,1,0,0,1
38835,3,2014-01-02,4.7,1.02,2014-06-28,4.3,0,47.8,3.25,4.8,1,1,0,1
38836,0,2014-01-25,4.9,1.0,2014-04-05,0.0,1,0.0,14.08,5.0,0,1,0,0
38837,5,2014-01-29,5.0,1.0,2014-06-23,0.0,1,50.0,2.31,4.9,1,1,1,0
38838,3,2014-01-11,5.0,1.0,2014-02-02,0.0,1,0.0,3.63,5.0,0,0,0,1
38839,6,2014-01-29,5.0,1.01,2014-06-30,3.4,0,79.3,3.71,4.8,1,1,0,1
38840,0,2014-01-08,5.0,1.0,2014-04-08,0.0,0,100.0,2.25,5.0,0,1,0,1
38841,3,2014-01-15,4.5,1.0,2014-01-19,0.0,1,0.0,19.21,5.0,0,1,0,1
38842,0,2014-01-18,4.9,1.0,2014-03-03,0.0,0,100.0,0.93,4.0,0,0,0,1
38843,1,2014-01-18,5.0,1.0,2014-05-10,0.0,0,71.4,3.56,5.0,0,1,0,1
38844,0,2014-01-10,5.0,1.0,2014-05-31,0.0,1,66.7,8.82,4.8,0,1,0,1
